Date_Quarter,AFGHANISTAN,ALBANIA,ALGERIA,ANGOLA,ANTIGUA-BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AUSTRIA.1,AZERBAIJAN,AZERBAIJAN.1,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELARUS.1,BELGIUM,BELGIUM.1,BELIZE,BENIN,BERMUDA,BOLIVIA,BOSNIA-HERCEGOVINA,BOTSWANA,BRAZIL,BRUNEI,BULGARIA,BURKINA FASO,BURMA-MYANMAR,BURUNDI,CAMBODIA (KHMER),CAMEROON,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA,COLOMBIA,COMOROS,CONGO,"CONGO, DEM. REP",COSTA RICA,COTE D'IVOIRE,CROATIA,CUBA,CYPRUS,CYPRUS.1,CZECH,DENMARK,DJIBOUTI,DOMINICAN REPUBLIC,ECUADOR,ECUADOR.1,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ESTONIA.1,ETHIOPIA,EURO ZONE,FIJI,FINLAND,FINLAND.1,FRANCE,FRANCE.1,GABON,GAMBIA,GEORGIA,GERMANY FRG,GERMANY FRG.1,GHANA,GREECE,GREECE.1,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG,HUNGARY,ICELAND,INDIA,INDONESIA,IRAN,IRAQ,IRELAND,IRELAND.1,ISRAEL,ITALY,ITALY.1,IVORY COAST,JAMAICA,JAPAN,JERUSALEM,JORDAN,KAZAKHSTAN,KENYA,KOREA,KUWAIT,KYRGYZSTAN,LAOS,LATVIA,LATVIA.1,LEBANON,LESOTHO,LIBERIA,LIBYA,LITHUANIA,LITHUANIA.1,LUXEMBOURG,LUXEMBOURG.1,MACAO,MACEDONIA FYROM,MADAGASCAR,MADAGASCAR.1,MALAWI,MALAYSIA,MALI,MALTA,MALTA.1,MARSHALLS ISLANDS,MARTINIQUE,MARTINIQUE.1,MAURITANIA,MAURITIUS,MEXICO,MICRONESIA,MOLDOVA,MONGOLIA,MONTENEGRO,MOROCCO,MOZAMBIQUE,MOZAMBIQUE.1,NAMIBIA,NEPAL,NETHERLANDS,NETHERLANDS.1,NETHERLANDS ANTILLES,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NORWAY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,POLAND,PORTUGAL,PORTUGAL.1,QATAR,REPUBLIC OF PALAU,ROMANIA,ROMANIA.1,RUSSIA,RWANDA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAK REPUBLIC,SLOVAK REPUBLIC.1,SLOVENIA,SLOVENIA.1,SOLOMON ISLANDS,SOUTH AFRICA,SOUTH SUDANESE,SOVIET UNION,SPAIN,SPAIN.1,SRI LANKA,ST LUCIA,SUDAN,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIA,TAIWAN,TAJIKISTAN,TAJIKISTAN.1,TANZANIA,THAILAND,TIMOR LESTE,TOGO,TONGA,TRINIDAD & TOBAGO,TUNISIA,TURKEY,TURKEY.1,TURKMENISTAN,TURKMENISTAN.1,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIETNAM,WESTERN SAMOA,YEMEN,YUGOSLAVIA,ZAMBIA,ZAMBIA.1,ZIMBABWE
2009-12-01,47.92,95.43,70.333,75.0,2.7,3.798,375.0,1.111,0.695,22.741,3885.9,0.82,1.0,0.377,68.0,2.02,2880.0,1.9202,0.695,25.979,2.0,454.89,1.0,6.97,1.359,6.653,1.74,1.401,1.358,454.89,450.0,1200.0,4163.0,454.89,1.051,74.727,4.8652,454.89,454.89,507.0,6.826,2046.5,361.35,454.89,900.0,553.7,454.89,5.0,0.926,0.695,0.6411999999999999,18.119,5.167,177.0,36.1,1.0,10567.1288,5.484,1.0,454.89,15.0,0.695,10.865,12.64,0.695,1.925,0.695,5.177200000000001,0.695,5.7828,454.89,27.0,1.69,0.695,1.3636,1.429,0.695,247.954,2.7,8.332,4924.0,454.89,201.0,40.75,18.9,7.754,187.77,124.45,46.4,9350.0,8229.0,1150.0,0.695,0.6975999999999999,3.78,0.695,1532.658,454.89,89.3,92.39,3.5574,0.708,148.4,75.85,1163.65,0.286,44.0,8476.0,0.695,0.492,1500.0,7.369,49.0,1.234,0.695,2.398,0.695,35.4392,7.208799999999999,42.3,1954.64,7753.9288,146.0,3.422,454.89,0.695,0.5129999999999999,1.0,0.695,6.6262,270.0,29.0,13.099,1.0,12.185,1435.88,0.695,7.903,10567.1288,29.28,7.369,74.4,0.695,0.7662,1.78,1.374,20.84,454.89,149.45,5.764,0.385,84.2,0.9852,1.0,2.523,4650.0,2.89,46.45,2.85,0.695,121.862,3.642,1.0,12212.643,2.942,44.284000000000006,569.47,16539.215,3.75,454.89,78.28,10.918,3930.0,1.401,21.546,0.695,0.695,25.5044,7.358,7.369,5.5634,30.311,0.695,101.4074,114.35,2.7,2.314,2.8,7.369,7.116,1.031,45.5,31.95,4.38,5.1274,1335.0,33.3,0.9852,454.89,1.876,6.33,1.318,392.2008,1.493,6206.4,2.843,1895.0,8.03,3.673,0.616,19.45,1525.0,96.09,2.15,18469.0,2.519,206.0,66.73,4640.0,6.725,10567.4116
2010-01-01,47.8,102.45,71.583,90.0,2.7,3.875,395.0,1.091,0.74,23.196,3876.4,0.82,1.0,0.377,68.0,2.02,2990.0,1.7401999999999995,0.74,28.1518,2.0,533.82,1.0,6.97,1.593,6.757,1.786,1.4,1.594,533.82,450.0,1200.0,4169.0,533.82,1.017,90.327,4.9442,533.82,533.82,515.0,6.826,1924.0,361.35,485.01,920.0,518.51,533.82,5.82,0.926,0.783,0.6762,18.683,6.111,177.0,36.28,1.0,11351.9136,5.504,1.0,533.82,15.0,0.783,12.75,13.4,0.815,1.901,0.74,5.1702,0.74,6.1812000000000005,533.82,27.0,1.75,0.74,1.478,1.42,0.74,184.378,2.7,7.986,5648.0,533.82,201.0,38.5,18.9,7.764,228.15,127.74,44.95,9025.0,8229.0,1165.05,0.74,0.7246,3.696,0.74,1596.142,533.82,89.3,92.89,3.1518,0.708,147.1,77.25,1131.2,0.289,45.2,8450.0,0.783,0.577,1500.0,7.317,49.0,1.269,0.783,2.813,0.74,35.1492,5.973999999999999,50.1,2109.46,8431.7136,151.0,3.261,533.82,0.783,0.5478,1.0,0.74,6.635599999999999,270.0,33.3,12.364,1.0,12.352,1370.4301,0.74,8.334,11351.9136,35.5,7.317,71.95,0.74,0.7842,1.78,1.413,21.05,533.82,149.9,5.938,0.384,83.9,0.9852,1.0,2.538,4700.0,2.84,45.16,3.317,0.74,102.638,3.64,1.0,12997.4296,3.453,45.352,573.02,20203.148,3.75,533.82,81.314,11.0,3909.0,1.398,21.546,0.783,0.695,0.74,7.616,7.317,3.248,29.438,0.74,105.6454,114.0,2.7,2.314,2.8,7.317,7.214,1.166,45.85,31.73,4.37,4.4142,1356.0,32.32,0.9852,533.82,1.826,6.28,1.401,423.2886,1.521,6160.6,2.843,2075.0,7.975,3.673,0.661,19.45,1563.0,95.46,2.6,19080.0,2.519,222.0,84.56,4680.0,5.4544,1.0
2010-05-01,46.63,110.83,73.067,90.0,2.7,3.929,365.0,1.169,0.814,23.7376,3973.26,0.82,1.0,0.377,69.0,2.02,3017.0,1.7483999999999995,0.814,27.8426,2.0,532.0,1.0,6.97,1.592,7.042,1.812,1.398,1.591,532.0,450.0,1200.0,4169.0,532.0,1.047,88.087,4.9976,532.0,532.0,545.0,6.782,1917.3,361.35,533.82,900.0,517.0,532.0,5.81,0.926,0.8511999999999998,0.7154,18.6,6.061,177.0,36.71,1.0,11233.5896,5.694,1.0,532.0,15.0,0.8512000000000001,12.728,16.36,0.814,1.942,0.814,5.2616,0.814,6.3348,532.0,29.0,1.84,0.814,1.5006,1.41,0.814,187.6988,2.7,8.031,5949.0,532.0,201.0,38.5,18.9,7.786,231.68,127.28,46.3,9000.0,8229.0,1165.0,0.814,0.7928,3.869,0.814,1633.706,532.0,85.9,88.66,3.1864,0.708,147.5,81.85,1221.6,0.291,46.2,8237.0,0.8512000000000001,0.576,1500.0,7.625,49.0,1.303,0.8512000000000001,2.81,0.814,35.7406,5.9948,50.1,2008.93,8379.9896,151.0,3.225,532.0,0.8511999999999998,0.5632,1.0,0.814,6.9744,280.0,32.0,12.806,1.0,12.83,1383.33,0.814,8.96,11233.5896,34.8,7.625,74.05,0.814,0.8375999999999999,1.78,1.439,21.35,532.0,150.23,6.461,0.384,85.42,0.9852,1.0,2.646,4740.0,2.82,46.5,3.357,0.814,102.75479999999996,3.641,1.0,12879.1076,3.55,45.586,582.51,19929.538,3.75,532.0,83.3708,12.236,3910.0,1.394,21.546,0.8511999999999998,0.814,0.814,7.463,7.625,3.258,31.168,0.814,106.9754,113.5,2.7,2.351,2.8,7.625,7.734,1.08,46.85,32.267,4.38,4.400799999999999,1460.0,32.39,0.9852,532.0,1.843,6.3,1.512,403.235,1.578,6253.6,2.843,2273.0,7.975,3.672,0.665,20.85,1608.0,99.8,2.6,19000.0,2.417,225.0,85.48,5130.0,5.6704,1.0
2010-09-01,45.13,107.83,75.29,90.0,2.7,3.941,370.0,1.008,0.789,23.7332,3930.84,0.82,1.0,0.377,69.0,2.02,3015.0,1.7445999999999997,0.789,23.9604,2.0,516.53,1.0,6.97,1.542,6.897,1.76,1.356,1.542,516.53,450.0,1200.0,4239.0,516.53,1.062,85.645,0.82,516.53,516.53,500.25,6.807,1826.2,361.35,516.53,900.0,503.7,516.53,5.65,0.926,0.8312000000000002,0.789,19.228,5.871,177.0,36.9,1.0,11178.92586,5.705,1.0,516.53,15.0,0.8312000000000002,12.336,16.51,0.789,1.923,0.789,5.2048000000000005,0.789,6.208800000000001,516.53,29.0,1.84,0.789,1.4644,1.432,0.789,184.5178,2.7,8.02,6007.0,516.53,201.0,38.5,18.9,7.78,226.8,120.71,46.75,8950.0,8229.0,1166.2,0.789,0.7727999999999999,3.814,0.789,1627.01398,516.53,86.4,84.39,3.1754,0.708,147.2,80.85,1199.05,0.288,46.2,8171.0,0.8312000000000002,0.559,1500.0,7.365,49.0,1.276,0.8312000000000002,2.722,0.789,31.410799999999995,6.0162,48.0,2006.8199,8236.52586,151.0,3.146,516.53,0.8312000000000002,0.789,1.0,0.789,6.9336,280.0,30.35,13.207,1.0,12.1,1299.6899,0.789,8.712,11178.92586,37.4,7.365,74.7,0.789,0.8226000000000001,1.78,1.433,21.53,516.53,151.3,6.326,0.385,85.4,1.0,1.0,2.525,4730.0,2.8,45.31,3.161,0.789,101.3238,3.64,1.0,12824.43946,3.352,44.628,590.37,19272.1973,3.75,516.53,82.745,12.317,3929.0,1.356,0.789,0.8312000000000002,0.789,0.789,7.576,7.365,3.2223999999999995,30.842,0.789,104.46099999999998,112.7,2.7,2.367,2.8,7.365,7.404,1.019,46.85,32.035,4.38,4.339,1518.0,31.28,1.0,516.53,1.841,6.3,1.492,402.75318,1.529,6215.6,2.843,2263.0,7.89,3.673,0.65,20.75,1626.0,97.24,2.6,19500.0,2.401,214.0,0.789,4930.0,5.602200000000001,1.0
2010-12-01,44.5,106.36,73.15,90.0,2.7,3.98,360.0,1.04,0.77,23.547999999999995,3986.0,0.82,1.0,0.38,69.0,2.02,3010.0,1.7239999999999998,0.77,23.1878,2.0,503.3,1.0,6.96,1.5,6.75,1.72,1.32,1.5,503.3,450.0,1243.0,4239.0,503.3,1.02,81.67,0.82,503.3,503.3,486.7,6.67,1920.0,361.35,503.3,900.0,501.95,503.3,5.59,0.93,0.77,0.789,18.64,5.72,177.0,37.05,1.0,10991.71382,5.79,1.0,503.3,15.0,0.8160000000000001,12.0,16.49,0.77,1.82,0.77,5.148000000000001,0.77,6.116,503.3,28.0,1.76,0.77,1.42,1.45,0.77,184.4258,2.7,8.0,6078.0,503.3,201.0,38.5,18.9,7.77,217.12,117.07,45.7,8900.0,8229.0,1166.5,0.77,0.758,3.68,0.77,1630.052,503.3,85.8,83.83,3.148,0.71,147.5,80.9,1160.15,0.28,46.8,8031.0,0.8160000000000001,0.54,1500.0,7.07,49.0,1.25,0.8160000000000001,2.65,0.77,30.7938,5.992,45.8,2010.61,8071.31382,151.0,3.17,503.3,0.77,0.789,1.0,0.77,6.8340000000000005,290.0,30.3,12.5,1.0,12.17,1262.45,0.77,8.5,10991.71382,35.71,7.07,72.95,0.77,0.8119999999999999,1.78,1.34,21.79,503.3,150.6,6.2,0.39,85.7,0.986,1.0,2.48,4700.0,2.83,44.1,3.11,0.77,100.1858,3.64,1.0,12637.22382,3.29,43.94,592.02,18526.1191,3.75,503.3,80.25200000000001,12.1,4146.0,1.32,0.789,0.77,0.77,0.009,7.4,7.07,3.212,31.4,0.77,102.39,111.35,2.7,2.608,3.35,7.07,7.04,1.0,46.45,30.5,4.4,4.3176000000000005,1483.0,30.18,0.986,503.3,1.77,6.32,1.45,403.486,1.51,6198.6,2.84,2313.0,7.89,3.67,0.64,19.9,1645.0,92.59,4.3,19500.0,2.23,214.0,76.27,4925.0,5.486,1.0
2011-01-01,44.5,100.7,72.5,90.0,2.7,4.03,365.0,0.98,0.72,23.78,3892.8,0.8,1.0,0.38,71.0,2.02,3052.0,1.72,0.72,21.8938,2.0,474.3,1.0,6.96,1.41,6.63,1.66,1.27,1.41,474.3,450.0,1243.0,4046.0,474.3,0.98,80.0,0.82,474.3,474.3,475.2,6.57,1905.0,361.35,474.3,920.0,495.7,474.3,5.33,0.93,0.72,0.789,17.39,5.39,177.0,37.74,1.0,11110.57818,5.89,1.0,474.3,15.0,0.776,11.7,16.65,0.72,1.8,0.72,5.13,0.72,5.848,474.3,28.5,1.76,0.72,1.396,1.51,0.72,180.2218,2.7,7.77,6286.0,474.3,201.0,38.5,18.9,7.79,196.1,115.86,44.95,8775.0,8229.0,1170.0,0.72,0.718,3.62,0.72,1631.08798,474.3,85.8,81.87,3.136,0.71,146.0,82.3,1126.0,0.28,47.2,8033.0,0.776,0.51,1500.0,6.96,49.0,1.23,0.776,2.5,0.72,30.6538,5.94,44.0,2005.4399,7875.778179999999,151.0,3.05,474.3,0.72,0.789,1.0,0.72,6.802,290.0,28.9,12.12,1.0,11.9,1255.24,0.72,8.17,11110.57818,32.65,6.96,72.2,0.72,0.778,1.78,1.33,22.06,474.3,153.02,5.59,0.39,85.67,0.986,1.0,2.52,4530.0,2.78,43.58,2.86,0.72,99.3278,3.64,1.0,12756.07618,3.05,43.556,599.3,17843.3809,3.75,474.3,79.752,12.03,4243.0,1.27,0.789,0.72,0.72,0.009,7.25,6.96,3.204,28.86,0.72,100.066,110.75,2.7,2.69,3.35,6.96,6.35,0.93,46.35,29.74,4.41,4.196,1516.0,30.59,0.986,474.3,1.76,6.3,1.4,402.40798000000007,1.6,6064.0,2.84,2354.0,7.98,3.67,0.62,19.35,1676.0,91.76,2.6,20900.0,2.25,214.0,72.21,4740.0,5.215999999999999,1.0
2011-05-01,46.0,97.5,71.51,95.0,2.7,4.1,370.0,0.93,0.69,23.994,3791.1,0.8,1.0,0.38,73.0,2.02,2820.0,1.7099999999999995,0.69,20.6438,2.0,453.48,1.0,6.96,1.35,6.54,1.57,1.23,1.35,453.48,450.0,1255.0,4046.0,453.48,0.97,75.61,0.82,453.48,453.48,469.5,6.46,1778.5,361.35,453.48,920.0,501.7,453.48,5.14,1.0,0.69,0.789,16.38,5.16,177.0,37.95,1.0,10656.35396,5.97,1.0,453.48,15.0,0.752,11.7,16.91,0.69,1.75,0.69,5.07,0.69,5.712,453.48,29.0,1.67,0.69,1.334,1.51,0.69,178.7578,2.7,7.74,6770.0,453.48,202.0,38.5,18.9,7.78,183.78,114.43,44.45,8525.0,8229.0,1170.0,0.69,0.694,3.41,0.69,1648.848,453.48,86.1,80.4,3.0940000000000003,0.71,146.3,89.1,1067.5,0.28,45.1,8007.0,0.752,0.49,1500.0,6.8,49.0,1.14,0.752,2.39,0.69,29.9618,5.912000000000001,42.0,1946.74,7590.75396,151.0,3.02,453.48,0.69,0.789,1.0,0.69,6.742,290.0,27.85,11.74,1.0,11.57,1264.64,0.69,7.87,10656.35396,29.4,6.8,71.3,0.69,0.7739999999999999,1.78,1.21,22.42,453.48,152.0,5.37,0.39,85.95,1.0,1.0,2.15,3950.0,2.75,43.33,2.76,0.69,98.2958,3.64,1.0,12301.85196,2.93,42.986,602.15,17248.2598,3.75,453.48,79.058,12.03,4351.0,1.23,0.789,0.69,0.69,0.009,7.07,6.8,3.192,27.91,0.69,97.516,109.45,2.7,2.9,3.35,6.8,6.34,0.84,47.0,28.8,4.64,4.132,1612.0,30.67,1.0,453.48,1.63,6.35,1.36,390.624,1.62,5916.0,2.84,2560.0,7.98,3.67,0.62,18.3,1725.0,87.77,2.6,19500.0,2.16,218.0,69.86,4830.0,5.15,1.0
2011-09-01,47.0,103.92,73.675,95.0,2.7,4.2,370.0,1.029,0.74,24.299,3861.28,0.8,1.0,0.377,74.0,2.02,9200.0,1.7238,0.74,20.9672,2.0,485.39,1.0,6.96,1.447,7.369,1.839,1.298,1.447,485.39,450.0,1255.0,4103.0,485.39,1.044,80.891,0.82,485.39,485.39,513.9,6.378,1917.4,361.35,485.39,920.0,507.7,485.39,5.38,1.0,0.74,0.789,17.787,5.506,177.0,38.14,1.0,11109.192400000002,5.964,1.0,485.39,15.0,0.792,11.697,17.08,0.74,1.819,0.74,5.3008,0.74,6.0878,485.39,30.0,1.66,0.74,1.44,1.586,0.74,184.8998,2.7,7.858,6682.0,485.39,200.0,38.5,18.958,7.79,216.49,117.85,48.6,8700.0,8229.0,1170.0,0.74,0.7336,3.733,0.74,1750.158,485.39,86.1,76.84,3.1594,0.708,147.9,99.6,1180.9,0.275,45.0,8001.0,0.792,0.524,1500.0,8.067,49.0,1.142,0.792,2.555,0.74,31.1778,5.916200000000001,44.3,2059.89,7802.7924,168.0,3.19,485.39,0.74,0.789,1.0,0.74,7.0184,290.0,28.4,13.764,1.0,11.75,1261.9,0.74,8.23,11109.192400000002,27.4,8.067,78.05,0.74,0.804,1.78,1.308,22.7,485.39,160.45,5.834,0.384,87.36,1.0,1.0,2.118,4040.0,2.77,43.72,3.269,0.74,98.7518,3.641,1.0,12754.6752,3.226,43.704,599.75,18043.376,3.75,485.39,84.8452,12.261,4466.0,1.298,0.789,0.74,0.74,0.009,6.969,8.067,3.2516,32.148,0.74,100.3122,110.18,2.7,2.9,3.35,8.067,6.849,0.901,48.6,30.46,4.761,4.2328,1650.0,31.04,1.0,485.39,1.642,6.35,1.431,413.3707999999999,1.856,5970.4,2.843,2840.0,7.979,3.673,0.641,19.75,1758.0,92.01,4.3,20800.0,2.234,218.0,74.68,4780.0,5.3232,1.0
2011-12-01,48.2,105.37,75.036,95.0,2.7,4.288,380.0,0.984,0.765,24.401000000000003,3977.5,0.8,1.0,0.377,79.0,2.02,8300.0,1.717,0.765,21.2946,2.0,501.73,1.0,6.86,1.496,7.485,1.85,1.292,1.496,501.73,450.0,1300.0,4103.0,501.73,1.018,82.552,0.82,501.73,501.73,519.45,6.336,1923.5,361.35,501.73,900.0,501.2,501.73,5.65,1.0,0.765,0.789,19.261,5.686,177.0,38.37,1.0,11370.645,6.016,1.0,501.73,15.0,0.812,11.697,17.21,0.765,1.785,0.765,5.3406,0.765,6.2256,501.73,30.0,1.66,0.765,1.4617999999999998,1.637,0.765,188.8738,2.7,7.824,7118.0,501.73,202.0,38.5,18.958,7.776,234.36,122.27,52.25,9060.0,8229.0,1170.0,0.765,0.7535999999999999,3.773,0.765,1689.458,501.73,86.1,78.0,3.1672,0.708,148.0,83.55,1150.15,0.278,46.5,8001.0,0.812,0.532,1500.0,8.142,49.0,1.142,0.812,2.641,0.765,32.2204,5.9026,46.4,2162.14,8088.245000000001,168.0,3.155,501.73,0.765,0.789,1.0,0.765,7.277200000000001,290.0,29.2,13.785,1.0,11.682,1377.5,0.765,8.484,11370.645,26.95,8.142,84.05,0.765,0.8190000000000002,1.78,1.291,22.98,501.73,163.65,5.937,0.385,89.16,1.0,1.0,2.062,4360.0,2.69,43.47,3.388,0.765,99.0218,3.64,1.0,13016.1176,3.28,44.614,601.15,18790.588,3.75,501.73,83.4576,13.356,4381.0,1.292,0.789,0.765,0.765,0.009,6.897,8.142,3.2966,31.171,0.765,101.2044,113.85,2.7,2.9,3.35,8.142,6.849,0.935,55.0,30.273,4.758,4.314400000000001,1585.0,31.29,1.0,501.73,1.617,6.37,1.485,433.84219999999993,1.884,6174.4,2.843,2465.0,8.022,3.673,0.637,19.8,1802.0,92.1,4.3,21000.0,2.244,218.0,78.85,5120.0,5.339799999999999,1.0
2012-01-01,48.7,104.9,73.502,95.0,2.7,4.372,385.0,0.96,0.749,24.6094,3959.4,0.8,1.0,0.377,81.0,2.02,8000.0,1.7133999999999996,0.749,20.9388,2.0,491.39,1.0,6.83,1.465,7.252,1.822,1.257,1.465,491.39,815.0,1390.0,4103.0,491.39,0.996,82.73,0.82,491.39,491.39,487.93,6.298,1791.0,361.35,491.39,920.0,502.6,491.39,5.57,1.0,0.749,0.789,18.156,5.573,177.0,38.88,1.0,11284.106,6.038,1.0,491.39,15.0,0.7992000000000001,11.697,17.39,0.749,1.767,0.749,5.283799999999999,0.749,6.0912,491.39,30.0,1.66,0.749,1.4414,1.773,0.749,185.4798,2.7,7.705,7010.0,491.39,202.0,38.5,19.21,7.763,220.89,126.3,50.8,9075.0,8229.0,1166.0,0.749,0.7407999999999999,3.711,0.749,1684.64,491.39,86.1,82.06,3.155,0.708,147.7,82.95,1132.9,0.277,46.4,7973.0,0.7992000000000001,0.524,1500.0,7.658,49.0,1.28,0.7992000000000001,2.587,0.749,31.665599999999998,5.852600000000001,45.6,2109.3,7991.306,168.0,3.062,491.39,0.749,0.789,1.0,0.749,7.325399999999999,290.0,28.8,12.755,1.0,11.782,1328.04,0.749,8.442,11284.106,27.45,7.658,81.6,0.749,0.8094000000000001,1.78,1.216,23.26,491.39,157.65,5.691,0.385,90.54,1.0,1.0,1.988,4280.0,2.67,42.92,3.111,0.749,99.2558,3.641,1.0,12929.5514,3.281,44.424,605.71,18370.757,3.75,491.39,82.0584,13.881,4353.0,1.257,0.789,0.749,0.749,0.009,6.757,7.658,3.3031999999999995,29.348,0.749,101.38,128.0,2.7,2.9,3.35,7.658,6.616,0.902,70.75,29.499,4.758,4.2682,1588.0,30.84,1.0,491.39,1.558,6.37,1.506,423.2782,1.781,6191.4,2.843,2515.0,8.033,3.673,0.625,19.3,1865.0,89.51,4.3,21000.0,2.136,214.5,83.31,5270.0,5.2204,1.0
2012-05-01,49.5,111.8,76.54,95.0,2.7,4.47,406.0,1.03,0.81,24.8574,4017.4,0.8,1.0,0.38,81.0,2.02,8270.0,1.7299999999999998,0.81,21.5578,2.0,528.7,1.0,6.83,1.58,7.83,2.02,1.29,1.58,528.7,461.0159,1390.0,4103.0,528.7,1.03,86.71,0.82,528.7,528.7,517.8,6.37,1826.0,361.35,528.7,920.0,499.7,528.7,5.91,1.0,0.81,0.789,20.38,5.99,177.0,38.88,1.0,11606.57796,6.04,1.0,528.7,15.0,0.8480000000000001,11.697,17.6,0.81,1.85,0.81,5.442,0.81,6.428,528.7,31.0,1.63,0.81,1.522,1.88,0.81,189.8838,2.7,7.8,6902.0,528.7,202.0,38.5,19.4,7.76,242.91,130.54,56.0,9450.0,8229.0,1166.0,0.81,0.79,3.88,0.81,1691.60802,528.7,86.1,78.79,3.188,0.71,147.9,85.7,1178.47,0.28,47.0,8016.0,0.8480000000000001,0.56,1500.0,8.49,49.0,1.28,0.8480000000000001,2.78,0.81,33.087799999999994,5.845999999999999,48.6,2133.5701,8349.177959999999,168.0,3.17,528.7,0.81,0.789,1.0,0.81,7.537999999999999,290.0,29.5,14.11,1.0,12.01,1320.65,0.81,8.87,11606.57796,27.3,8.49,89.95,0.81,0.8460000000000001,1.78,1.32,23.31,528.7,159.9,6.06,0.39,93.55,1.0,1.0,1.95,4500.0,2.7,43.49,3.54,0.81,99.7398,3.64,1.0,13252.00196,3.6,45.418,607.54,19565.0098,3.75,528.7,86.78,14.15,4323.0,1.29,0.789,0.81,0.81,0.009,6.63,8.49,3.378,33.16,0.81,104.04,131.9,2.7,2.9,3.35,8.49,7.23,0.97,68.0,29.82,4.76,4.434,1582.0,31.83,1.0,528.7,1.67,6.35,1.61,428.22202,1.85,6323.4,2.84,2480.0,8.08,3.67,0.65,20.45,1898.0,95.0,4.3,21000.0,2.23,214.5,92.15,5335.0,5.392,1.0
2012-09-01,50.5,107.9,79.112,95.0,2.7,4.69,406.0,0.957,0.773,25.5938,3947.24,0.8,1.0,0.377,81.0,2.02,8470.0,1.7116,0.773,21.5632,2.0,506.57,1.0,6.96,1.511,7.634,2.03,1.225,1.511,506.57,855.0,1480.0,4103.0,506.57,0.979,84.4,0.82,506.57,506.57,470.7,6.284,1798.2,361.35,506.57,920.0,498.5,506.57,5.69,1.0,0.773,0.789,18.993,5.759,177.0,39.08,1.0,11476.9896,6.093,1.0,506.57,15.0,0.8184000000000001,11.697,17.96,0.773,1.758,0.773,5.4232,0.773,6.2244,506.57,34.0,1.66,0.773,1.46,1.895,0.773,186.2758,2.7,7.981,6993.0,506.57,202.0,42.15,19.402,7.753,219.87,123.42,52.35,9450.0,8229.0,1166.0,0.773,0.76,3.912,0.773,1708.068,506.57,89.0,77.66,3.1952,0.708,150.0,85.35,1112.04,0.281,46.8,7987.0,0.8184000000000001,0.538,1500.0,8.245,49.0,1.284,0.8184000000000001,2.667,0.773,31.996599999999997,5.94,46.0,2212.3,8211.3896,303.3,3.055,506.57,0.773,0.789,1.0,0.773,7.266199999999999,295.0,30.5,12.82,1.0,12.36,1402.62,0.773,8.635,11476.9896,28.25,8.245,84.05,0.773,0.8238,1.78,1.2,23.79,506.57,157.2,5.689,0.385,94.75,1.0,1.0,1.945,4430.0,2.59,41.715,3.175,0.773,98.9858,3.641,1.0,13122.4106,3.502,45.43300000000001,620.89,18946.053,3.75,506.57,84.6344,12.888,4325.0,1.225,0.789,0.773,0.773,0.009,6.873,8.245,3.4084000000000003,30.984,0.773,102.044,129.3,2.7,5.8,3.35,8.245,6.52,0.935,63.0,29.284,4.765,4.9066,1569.0,30.76,1.0,506.57,1.662,6.35,1.567,443.9306,1.794,6258.4,2.843,2550.0,8.147,3.673,0.617,21.0,1966.0,90.26,4.3,21000.0,2.208,214.5,88.94,5080.0,5.235,1.0
2012-12-01,51.8,105.65,77.813,95.0,2.7,4.91,406.0,0.964,0.759,25.961400000000005,3923.28,0.8,1.0,0.377,81.0,2.02,8550.0,1.7117999999999998,0.759,21.7026,2.0,496.0,1.0,6.96,1.484,7.77,2.047,1.222,1.484,496.0,852.0,1535.0,4103.0,496.0,0.995,82.685,0.82,496.0,496.0,478.35,6.23,1766.4,361.35,496.0,920.0,509.7,496.0,5.63,1.0,0.759,0.789,18.63,5.66,177.0,40.1,1.0,11427.3932,6.356,1.0,496.0,15.0,0.8071999999999999,11.697,18.18,0.759,1.759,0.759,5.392999999999999,0.759,6.1988,496.0,34.0,1.66,0.759,1.4508,1.905,0.759,187.6938,2.7,7.902,6970.0,496.0,202.0,42.15,19.91,7.75,221.96,128.01,54.45,9700.0,8229.0,1166.0,0.759,0.7487999999999999,3.732,0.759,1736.612,496.0,92.0,86.16,3.159,0.708,150.7,86.1,1063.24,0.281,47.1,7966.0,0.8071999999999999,0.529,1500.0,8.485,49.0,1.284,0.8071999999999999,2.618,0.759,32.3926,6.0658,45.4,2267.82,8128.9932,337.0,3.057,496.0,0.759,0.789,1.0,0.759,7.25,300.0,30.45,13.04,1.0,12.063,1394.31,0.759,8.434,11427.3932,29.6,8.485,87.3,0.759,0.8154,1.78,1.216,24.1,496.0,156.1,5.584,0.385,97.18,1.0,1.0,1.944,4245.0,2.55,41.04,3.104,0.759,100.7938,3.64,1.0,13072.8122,3.366,45.498,630.03,18469.061,3.75,496.0,84.7996,12.958,4317.0,1.222,0.789,0.759,0.759,0.009,7.321,8.485,3.4194000000000004,30.523,0.759,103.059,127.5,2.7,5.9,3.35,8.485,6.512,0.916,63.0,29.044,4.76,4.884,1580.0,30.58,1.0,496.0,1.657,6.35,1.55,455.003,1.786,6292.4,2.843,2686.0,8.04,3.673,0.618,19.05,2014.0,90.1,4.3,21000.0,2.205,214.5,86.18,5185.0,5.3546,1.0
2013-01-01,53.18,109.07,78.9,95.0,2.7,5.12,415.0,0.96,0.78,26.3634,3920.8,0.8,1.0,0.38,80.0,2.02,8680.0,1.7119999999999995,0.78,22.3478,2.0,511.67,1.0,6.96,1.53,8.24,2.02,1.24,1.53,511.67,878.0,1650.0,4103.0,511.67,1.02,84.18,0.82,511.67,511.67,471.5,6.21,1824.0,361.35,511.67,920.0,498.6,511.67,5.83,1.0,0.78,0.789,19.7,5.82,177.0,40.86,1.0,11489.47004,6.8,1.0,511.67,15.0,0.78,11.697,18.4,0.78,1.76,0.78,5.486,0.78,6.42,511.67,35.0,1.66,0.78,1.4700000000000002,1.94,0.78,190.7598,2.7,7.78,6949.0,511.67,202.0,42.5,19.91,7.76,237.29,123.52,54.15,9625.0,8229.0,1166.0,0.78,0.766,3.64,0.78,1719.262,511.67,96.0,94.06,3.14,0.71,150.9,85.25,1111.05,0.29,47.6,7731.0,0.8240000000000001,0.55,1500.0,9.25,49.0,1.28,0.8240000000000001,2.69,0.78,32.3338,6.128,46.7,2234.26,8208.27004,415.0,3.09,511.67,0.78,0.789,1.0,0.78,7.006,300.0,31.2,12.32,1.0,12.35,1410.37,0.78,8.64,11489.47004,30.2,9.25,86.9,0.78,0.8280000000000001,1.78,1.2,24.35,511.67,158.45,5.83,0.39,98.38,1.0,1.0,1.99,3996.0,2.59,40.83,3.26,0.78,102.5358,3.64,1.0,13134.88204,3.44,46.162,633.66,19189.4102,3.75,511.67,85.188,11.27,4316.0,1.24,0.789,0.78,0.78,0.009,7.3,9.25,3.498,31.02,0.78,105.78400000000002,126.7,2.7,5.8,3.35,9.25,6.52,0.95,63.0,29.85,4.76,4.932,1612.0,29.28,1.0,511.67,1.65,6.38,1.59,448.31400000000014,1.81,6263.6,2.84,2585.0,8.13,3.67,0.66,18.78,2071.0,90.71,6.3,20900.0,2.18,214.5,87.43,5365.0,5.49,1.0
